 num     #instances         #bytes  class name (module)
1549:             1             16  sun.nio.ch.ExtendedSocketOption$1 (java.base@16.0.2)
1550:             1             16  sun.nio.ch.Net$1 (java.base@16.0.2)
1551:             1             16  sun.nio.ch.NioSocketImpl$$Lambda$49/0x0000000800dc34b0 (java.base@16.0.2)
1552:             1             16  sun.nio.ch.NioSocketImpl$1 (java.base@16.0.2)
1553:             1             16  sun.nio.ch.NioSocketImpl$2 (java.base@16.0.2)
1554:             1             16  sun.nio.ch.SocketDispatcher (java.base@16.0.2)
1555:             1             16  sun.nio.ch.Util$1 (java.base@16.0.2)
1556:             1             16  sun.nio.fs.MacOSXFileSystemProvider (java.base@16.0.2)
1557:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@16.0.2)
1558:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@16.0.2)
1559:             1             16  sun.security.provider.NativePRNG (java.base@16.0.2)
1560:             1             16  sun.util.calendar.Gregorian (java.base@16.0.2)
1561:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@16.0.2)
1562:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@16.0.2)
1563:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter (java.base@16.0.2)
1564:             1             16  sun.util.resources.LocaleData (java.base@16.0.2)
1565:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@16.0.2)
1566:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@16.0.2)
Total        863808       47163392
